"","Selection","Breeding_year","Day","Month","Year","Country","Region","Site_name","Site_Code","Euring","Species","Sample_type","Sample_no","Total_flock","N_Adult","N_Juvenile","N_sampled","Perc-JV","Fam1","Fam2","Fam3","Fam4","Fam5","Fam6","Fam7","Fam8","Fam9","Fam10","Mean_Fam","Food_type","Observer","Remarks","time"
"2723","X",2007,17,12,2007,"NL","FR","Kaeppolder",NA,1590,"Kolgans","S",1,150,118,26,144,18.0555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-17
"2724","X",2007,17,12,2007,"NL","FR","Ypecolsga",NA,1590,"Kolgans","S",1,370,284,67,351,19.0883190883191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-17
"2725","X",2007,17,12,2007,"NL","FR","Aldega",NA,1590,"Kolgans","S",1,1700,531,102,633,16.1137440758294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-17
"2726","X",2007,17,12,2007,"NL","FR","Aldega",NA,1590,"Kolgans","S",1,700,148,28,176,15.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-17
"2727","X",2007,22,12,2007,"NRW","WES","Spellen-Ork, Rheinvorland","WES",1590,"Kolgans","S",1,390,335,45,380,11.8421052631579,20,11,1,NA,NA,NA,NA,NA,NA,NA,1.40625,"gras","Koffijberg, Kees",NA,2007-12-22
"2728","X",2007,22,12,2007,"NRW","WES","Spellen","WES",1590,"Kolgans","S",1,900,661,101,762,13.254593175853,17,8,3,1,NA,NA,NA,NA,NA,NA,1.58620689655172,"gras","Koffijberg, Kees",NA,2007-12-22
"2729","X",2007,22,12,2007,"NRW","WES","Spellen","WES",1590,"Kolgans","S",1,1150,636,70,706,9.91501416430595,23,17,3,1,NA,NA,NA,NA,NA,NA,1.59090909090909,"gras","Koffijberg, Kees",NA,2007-12-22
"2730","X",2007,22,12,2007,"NRW","WES","Walsum, Rheinvorland","WES",1590,"Kolgans","S",1,135,126,4,130,3.07692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-22
"2731","X",2007,22,12,2007,"NRW","WES","Walsum, Rheinvorland","WES",1590,"Kolgans","S",1,209,166,43,209,20.5741626794258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water","Koffijberg, Kees",NA,2007-12-22
"2732","X",2007,23,12,2007,"NL","NH","Waterland-oost",NA,1590,"Kolgans","S",1,5000,530,60,590,10.1694915254237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2007-12-23
"2733","X",2007,24,12,2007,"NL","FR","Cornwerd","FR1540",1590,"Kolgans","S",1,115,76,17,93,18.2795698924731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2007-12-24
"2734","X",2007,24,12,2007,"NL","FR","Cornwerd","FR1540",1590,"Kolgans","S",1,130,113,14,127,11.0236220472441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2007-12-24
"2735","X",2007,24,12,2007,"NL","FR","Cornwerd","FR1540",1590,"Kolgans","S",1,150,119,14,133,10.5263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2007-12-24
"2736","X",2007,24,12,2007,"NL","FR","Makkum","FR5120",1590,"Kolgans","S",1,119,107,12,119,10.0840336134454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2007-12-24
"2737","X",2007,24,12,2007,"NL","FR","Idsegahuizum","FR5120",1590,"Kolgans","S",1,115,105,10,115,8.69565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2007-12-24
"2738","X",2007,24,12,2007,"NL","FR","Ferwoude","FR5150",1590,"Kolgans","S",1,112,95,17,112,15.1785714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2007-12-24
"2739","X",2007,24,12,2007,"NRW","KLE","Emmerich-Rees","KLE",1590,"Kolgans","S",1,700,174,34,208,16.3461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2007-12-24
"2740","X",2007,25,12,2007,"NL","GR","Hoeksmeer","GR4200",1590,"Kolgans","S",1,212,201,11,212,5.18867924528302,6,1,1,NA,NA,NA,NA,NA,NA,NA,1.375,"gras","Veldkamp, Ko",NA,2007-12-25
"2741","X",2007,25,12,2007,"NRW","KLE","Emmerich-Rees","KLE",1590,"Kolgans","S",1,232,217,15,232,6.46551724137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","komplett",2007-12-25
"2742","X",2007,27,12,2007,"NRW","WES","Dinslaken-Stapp, Rheinaue","WES",1590,"Kolgans","S",1,227,176,51,227,22.4669603524229,8,4,3,1,1,1,NA,NA,NA,NA,2.22222222222222,"gras","Koffijberg, Kees",NA,2007-12-27
"2743","X",2007,27,12,2007,"NRW","WES","Dinslaken-Stapp, Rheinaue","WES",1590,"Kolgans","S",1,79,57,22,79,27.8481012658228,5,1,3,1,NA,NA,NA,NA,NA,NA,2,"gras","Koffijberg, Kees",NA,2007-12-27
"2744","X",2007,27,12,2007,"NRW","WES","Dinslaken-Stapp, Rheinaue","WES",1590,"Kolgans","S",1,161,146,15,161,9.3167701863354,6,1,1,1,NA,NA,NA,NA,NA,NA,1.66666666666667,"gras","Koffijberg, Kees",NA,2007-12-27
"2745","X",2007,27,12,2007,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,251,220,31,251,12.3505976095618,11,5,2,1,NA,NA,NA,NA,NA,NA,1.63157894736842,"gras","Koffijberg, Kees",NA,2007-12-27
"2746","X",2007,27,12,2007,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,200,157,43,200,21.5,11,9,NA,2,NA,NA,NA,NA,NA,NA,1.68181818181818,"gras","Koffijberg, Kees",NA,2007-12-27
"2747","X",2007,27,12,2007,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,140,116,34,150,22.6666666666667,10,3,1,NA,NA,NA,NA,NA,NA,NA,1.35714285714286,"gras","Koffijberg, Kees",NA,2007-12-27
"2748","X",2007,27,12,2007,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,135,113,22,135,16.2962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-27
"2749","X",2007,27,12,2007,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,241,221,20,241,8.29875518672199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-27
"2750","X",2007,27,12,2007,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,137,128,9,137,6.56934306569343,7,1,NA,NA,NA,NA,NA,NA,NA,NA,1.125,"gras","Koffijberg, Kees",NA,2007-12-27
"2751","X",2007,27,12,2007,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,800,404,75,479,15.6576200417537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-27
"2752","X",2007,27,12,2007,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,800,387,61,448,13.6160714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-27
"2753","X",2007,27,12,2007,"NRW","KLE","Emmerich-Rees","KLE",1590,"Kolgans","S",1,446,369,77,446,17.2645739910314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Ernst, Harald","komplett",2007-12-27
"2754","X",2007,27,12,2007,"NL","NH","Waterland-oost",NA,1590,"Kolgans","S",1,5000,560,80,640,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2007-12-27
"2755","X",2007,27,12,2007,"NL","NH","Zeevang-zuid",NA,1590,"Kolgans","S",1,2100,190,18,208,8.65384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2007-12-27
"2756","X",2007,29,12,2007,"NL","NH","Waterland Oost","NH5900",1590,"Kolgans","S",1,2100,192,38,230,16.5217391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2007-12-29
"2757","X",2007,30,12,2007,"NL","LI","Maasbracht","LI2510",1590,"Kolgans","S",1,450,432,20,452,4.42477876106195,18,1,NA,NA,NA,NA,NA,NA,NA,NA,1.05263157894737,NA,"Vreehen, Jo",NA,2007-12-30
"2758","X",2007,30,12,2007,"NL","WG","Rheiderland, Bingumgaste","WG4200",1590,"Kolgans","S",1,700,377,46,423,10.8747044917258,22,9,2,1,NA,NA,NA,NA,NA,NA,1.47058823529412,"gras","Koffijberg, Kees",NA,2007-12-30
"2759","X",2007,30,12,2007,"NL","WG","Rheiderland, Bingumgaste","WG4200",1590,"Kolgans","S",1,900,597,85,682,12.4633431085044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-30
"2760","X",2007,30,12,2007,"NL","WG","Rheiderland, Bingumgaste","WG4200",1590,"Kolgans","S",1,950,642,79,721,10.9570041608877,40,12,5,NA,NA,NA,NA,NA,NA,NA,1.3859649122807,"gras","Koffijberg, Kees",NA,2007-12-30
"2761","X",2007,30,12,2007,"NL","WG","Rheiderland, Einhaus","WG4200",1590,"Kolgans","S",1,400,292,45,337,13.353115727003,19,4,3,3,NA,NA,NA,NA,NA,NA,1.6551724137931,"gras","Koffijberg, Kees",NA,2007-12-30
"2762","X",2007,30,12,2007,"NL","WG","Rheiderland, Coldam","WG4200",1590,"Kolgans","S",1,800,594,63,657,9.58904109589041,12,16,5,1,NA,NA,NA,NA,NA,NA,1.85294117647059,"gras","Koffijberg, Kees",NA,2007-12-30
"2763","X",2007,30,12,2007,"NL","WG","Rheiderland, Coldam","WG4200",1590,"Kolgans","S",1,4600,1214,144,1358,10.6038291605302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-30
"2764","X",2007,30,12,2007,"NL","WG","Rheiderland, Coldam","WG4200",1590,"Kolgans","S",1,4550,567,78,645,12.093023255814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2007-12-30
"2765","X",2007,31,12,2007,"NL","GR","Hoeksmeer","GR4200",1590,"Kolgans","S",1,416,395,21,416,5.04807692307692,5,3,2,1,NA,NA,NA,NA,NA,NA,1.90909090909091,"gras","Veldkamp, Ko",NA,2007-12-31
"2766","X",2007,31,12,2007,"NL","WG","Rheiderland, Bingumgaste","WG4200",1590,"Kolgans","S",1,380,308,29,337,8.6053412462908,10,6,1,1,NA,NA,NA,NA,NA,NA,1.61111111111111,"gras","Koffijberg, Kees",NA,2007-12-31
"2767","X",2007,31,12,2007,"NRW","KLE","Emmerich-Rees","KLE",1590,"Kolgans","S",1,3000,989,126,1115,11.3004484304933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2007-12-31
"2768","X",2007,1,1,2008,"NL","WG","Rheiderland, Stapelmoor","WG4200",1590,"Kolgans","S",1,200,164,22,186,11.8279569892473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-01
"2769","X",2007,1,1,2008,"NL","WG","Rheiderland, Stapelmoor","WG4200",1590,"Kolgans","S",1,448,398,50,448,11.1607142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-01
"2770","X",2007,2,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,300,276,24,300,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-02
"2771","X",2007,3,1,2008,"NL","LI","Koeweide","LI3100",1590,"Kolgans","S",1,800,776,28,804,3.48258706467662,24,2,NA,NA,NA,NA,NA,NA,NA,NA,1.07692307692308,NA,"Vreehen, Jo",NA,2008-01-03
"2772","X",2007,5,1,2008,"NL","FR","Makkum","FR5120",1590,"Kolgans","S",1,39,36,3,39,7.69230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2008-01-05
"2773","X",2007,5,1,2008,"NL","FR","Idsegahuizum","FR5120",1590,"Kolgans","S",1,178,145,33,178,18.5393258426966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2008-01-05
"2774","X",2007,5,1,2008,"NL","FR","Idsegahuizum","FR5120",1590,"Kolgans","S",1,485,405,55,460,11.9565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2008-01-05
"2775","X",2007,5,1,2008,"NL","FR","Allingawier","FR5130",1590,"Kolgans","S",1,124,101,23,124,18.5483870967742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2008-01-05
"2776","X",2007,5,1,2008,"NRW","WES","Dinslaken-Stapp, Rheinaue","WES",1590,"Kolgans","S",1,111,103,8,111,7.20720720720721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-05
"2777","X",2007,5,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,155,105,38,143,26.5734265734266,15,6,2,NA,1,NA,NA,NA,NA,NA,1.58333333333333,"gras","Koffijberg, Kees",NA,2008-01-05
"2778","X",2007,5,1,2008,"NRW","WES","Götterswickershamm, Rheinvorland","WES",1590,"Kolgans","S",1,72,62,10,72,13.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-05
"2779","X",2007,6,1,2008,"NRW","DU","Walsum, Rheinvorland","DU",1590,"Kolgans","S",1,503,427,76,503,15.1093439363817,24,12,4,4,NA,NA,NA,NA,NA,NA,1.72727272727273,"gras","Koffijberg, Kees",NA,2008-01-06
"2780","X",2007,6,1,2008,"NRW","DU","Walsum, Rheinvorland","DU",1590,"Kolgans","S",1,561,492,69,561,12.2994652406417,23,13,4,2,NA,NA,NA,NA,NA,NA,1.64285714285714,"gras","Koffijberg, Kees",NA,2008-01-06
"2781","X",2007,6,1,2008,"NRW","DU","Walsum, Rheinvorland","DU",1590,"Kolgans","S",1,188,165,23,188,12.2340425531915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water","Koffijberg, Kees",NA,2008-01-06
"2782","X",2007,6,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,138,118,20,138,14.4927536231884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-06
"2783","X",2007,6,1,2008,"NRW","KLE","Emmerich-Rees","KLE",1590,"Kolgans","S",1,1200,716,125,841,14.8632580261593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2008-01-06
"2784","X",2007,6,1,2008,"NRW","KLE","Emmerich-Rees","KLE",1590,"Kolgans","S",1,76,68,8,76,10.5263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","komplett",2008-01-06
"2785","X",2007,7,1,2008,"NL","GR","Hoeksmeer","GR4200",1590,"Kolgans","S",1,241,231,10,241,4.149377593361,5,1,1,NA,NA,NA,NA,NA,NA,NA,1.42857142857143,"gras","Veldkamp, Ko",NA,2008-01-07
"2786","X",2007,8,1,2008,"NRW","DU","Binsheimer Feld","DU",1590,"Kolgans","S",1,1100,628,105,733,14.324693042292,28,12,4,1,NA,NA,NA,NA,NA,NA,1.51111111111111,"akker_bieten","Koffijberg, Kees","voor verstoring helicopter, families van na helicopter",2008-01-08
"2787","X",2007,8,1,2008,"NRW","DU","Binsheimer Feld","DU",1590,"Kolgans","S",1,660,455,83,538,15.4275092936803,24,9,3,NA,NA,NA,NA,NA,NA,NA,1.41666666666667,"akker_bieten","Koffijberg, Kees","na verstoring door helicopter",2008-01-08
"2788","X",2007,8,1,2008,"NRW","DU","Binsheimer Feld","DU",1590,"Kolgans","S",1,633,529,104,633,16.4296998420221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_grasto","Koffijberg, Kees","na verstoring door helicopter",2008-01-08
"2789","X",2007,8,1,2008,"NRW","DU","Binsheimer Feld","DU",1590,"Kolgans","S",1,263,238,25,263,9.50570342205323,8,7,1,NA,NA,NA,NA,NA,NA,NA,1.5625,"akker_bieten","Koffijberg, Kees","na verstoring door helicopter",2008-01-08
"2790","X",2007,8,1,2008,"NRW","DU","Binsheimer Feld","DU",1590,"Kolgans","S",1,250,208,22,230,9.56521739130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_bieten","Koffijberg, Kees","na verstoring door helicopter",2008-01-08
"2791","X",2007,8,1,2008,"NRW","DU","Walsum, Rheinvorland","DU",1590,"Kolgans","S",1,124,97,27,124,21.7741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-08
"2792","X",2007,8,1,2008,"NRW","DU","Walsum, Rheinvorland","DU",1590,"Kolgans","S",1,334,305,29,334,8.68263473053892,7,4,2,2,NA,NA,NA,NA,NA,NA,1.93333333333333,"gras","Koffijberg, Kees",NA,2008-01-08
"2793","X",2007,8,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,200,185,15,200,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-08
"2794","X",2007,10,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,89,75,14,89,15.7303370786517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-10
"2795","X",2007,11,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,150,139,11,150,7.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-11
"2796","X",2007,13,1,2008,"NRW","DU","Walsum, Rheinvorland","DU",1590,"Kolgans","S",1,980,819,113,932,12.1244635193133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-13
"2797","X",2007,14,1,2008,"NL","FR","Exmorra",NA,1590,"Kolgans","S",1,425,382,36,418,8.61244019138756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2008-01-14
"2798","X",2007,14,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,502,449,53,502,10.5577689243028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-14
"2799","X",2007,16,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,300,269,31,300,10.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-16
"2800","X",2007,17,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,100,90,10,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-17
"2801","X",2007,18,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,500,453,47,500,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-18
"2802","X",2007,18,1,2008,"NL","NH","Zeevang",NA,1590,"Kolgans","S",1,3000,950,80,1030,7.76699029126214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2008-01-18
"2803","X",2007,22,1,2008,"NL","GR","Hoeksmeer","GR4200",1590,"Kolgans","S",1,337,322,15,337,4.45103857566766,3,1,2,1,NA,NA,NA,NA,NA,NA,2.14285714285714,"gras","Veldkamp, Ko",NA,2008-01-22
"2804","X",2007,23,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,100,91,9,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-23
"2805","X",2007,26,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,200,181,19,200,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-26
"2806","X",2007,27,1,2008,"NRW","KLE","Emmerich-Rees","KLE",1590,"Kolgans","S",1,600,244,31,275,11.2727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2008-01-27
"2807","X",2007,27,1,2008,"NRW","KLE","Emmerich-Rees","KLE",1590,"Kolgans","S",1,1500,481,63,544,11.5808823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2008-01-27
"2808","X",2007,28,1,2008,"NRW","WES","Bislicher Insel","WES",1590,"Kolgans","S",1,600,544,56,600,9.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mooij, Johan",NA,2008-01-28
"2809","X",2007,29,1,2008,"NRW","WES","Götterswickershamm, Rheinvorland","WES",1590,"Kolgans","S",1,195,165,23,188,12.2340425531915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2810","X",2007,29,1,2008,"NRW","WES","Götterswickershamm, binnendeichs","WES",1590,"Kolgans","S",1,62,48,14,62,22.5806451612903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2811","X",2007,29,1,2008,"NRW","WES","Mehrum, Rheinvorland","WES",1590,"Kolgans","S",1,340,269,58,327,17.737003058104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2812","X",2007,29,1,2008,"NRW","WES","Mehrum, Rheinvorland","WES",1590,"Kolgans","S",1,770,628,82,710,11.5492957746479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2813","X",2007,29,1,2008,"NRW","WES","Ork","WES",1590,"Kolgans","S",1,336,296,40,336,11.9047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2814","X",2007,29,1,2008,"NRW","WES","Walsum, Stapp Rheinaue","WES",1590,"Kolgans","S",1,259,212,47,259,18.1467181467182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2815","X",2007,29,1,2008,"NRW","WES","Walsum, Stapp Rheinaue","WES",1590,"Kolgans","S",1,183,150,33,183,18.0327868852459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2816","X",2007,29,1,2008,"NRW","WES","Walsum, Stapp Rheinaue","WES",1590,"Kolgans","S",1,192,171,21,192,10.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2817","X",2007,29,1,2008,"NRW","WES","Walsum, Stapp Rheinaue","WES",1590,"Kolgans","S",1,81,72,9,81,11.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2818","X",2007,29,1,2008,"NRW","WES","Walsum, Stapp Rheinaue","WES",1590,"Kolgans","S",1,120,111,9,120,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2819","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,77,58,19,77,24.6753246753247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2820","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,116,105,11,116,9.48275862068966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2821","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue (Modelfllugplatz)","DU",1590,"Kolgans","S",1,148,114,34,148,22.972972972973,13,7,1,1,NA,NA,NA,NA,NA,NA,1.54545454545455,"gras","Koffijberg, Kees",NA,2008-01-29
"2822","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinvorland","DU",1590,"Kolgans","S",1,93,84,9,93,9.67741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2823","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,139,126,13,139,9.35251798561151,7,2,1,NA,NA,NA,NA,NA,NA,NA,1.4,"gras","Koffijberg, Kees",NA,2008-01-29
"2824","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,150,93,29,122,23.7704918032787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2825","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,254,231,23,254,9.05511811023622,7,5,2,NA,NA,NA,NA,NA,NA,NA,1.64285714285714,"gras","Koffijberg, Kees",NA,2008-01-29
"2826","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,154,136,18,154,11.6883116883117,11,2,1,NA,NA,NA,NA,NA,NA,NA,1.28571428571429,"gras","Koffijberg, Kees",NA,2008-01-29
"2827","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,630,498,88,586,15.0170648464164,13,4,2,NA,NA,NA,NA,1,NA,NA,1.75,"gras","Koffijberg, Kees",NA,2008-01-29
"2828","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinvorland","DU",1590,"Kolgans","S",1,750,513,101,614,16.4495114006515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2829","X",2007,29,1,2008,"NRW","WES","Walsum-Stapp, Rheinaue","WES",1590,"Kolgans","S",1,27,16,11,27,40.7407407407407,1,1,NA,2,NA,NA,NA,NA,NA,NA,2.75,"gras","Koffijberg, Kees",NA,2008-01-29
"2830","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,48,41,7,48,14.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2008-01-29
"2831","X",2007,29,1,2008,"NRW","DU","Walsum, Rheinaue","DU",1590,"Kolgans","S",1,37,29,8,37,21.6216216216216,1,2,1,NA,NA,NA,NA,NA,NA,NA,2,"gras","Koffijberg, Kees",NA,2008-01-29
