"","Selection","Breeding_year","Day","Month","Year","Country","Region","Site_name","Site_Code","Euring","Species","Sample_type","Sample_no","Total_flock","N_Adult","N_Juvenile","N_sampled","Perc-JV","Fam1","Fam2","Fam3","Fam4","Fam5","Fam6","Fam7","Fam8","Fam9","Fam10","Mean_Fam","Food_type","Observer","Remarks","time"
"1029","X",2004,4,1,2005,"NL","ZH","Anthonypolder","ZH8300",1590,"Kolgans","S",1,485,104,35,139,25.1798561151079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-04
"1030","X",2004,4,1,2005,"NL","ZH","Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,555,236,84,320,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-04
"1031","X",2004,4,1,2005,"NL","NH","Volendam","NH4500",1590,"Kolgans","S",1,800,77,33,110,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2005-01-04
"1032","X",2004,4,1,2005,"NL","NH","Wieringermeer","NH1600",1590,"Kolgans","S",1,200,99,21,120,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2005-01-04
"1033","X",2004,5,1,2005,"NL","WG","Soltborg","WG4200",1590,"Kolgans","S",1,2290,437,133,570,23.3333333333333,26,26,16,1,NA,1,NA,NA,NA,NA,1.94285714285714,"gras","Koffijberg, Kees",NA,2005-01-05
"1034","X",2004,5,1,2005,"NL","WG","Soltborg","WG4200",1590,"Kolgans","S",1,2290,88,20,108,18.5185185185185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-05
"1035","X",2004,6,1,2005,"NL","WG","Driever Westoverledingen","WG4200",1590,"Kolgans","S",1,135,94,36,130,27.6923076923077,17,3,3,1,NA,NA,NA,NA,NA,NA,1.5,"gras","Koffijberg, Kees",NA,2005-01-06
"1036","X",2004,6,1,2005,"NL","WG","Driever Westoverledingen","WG4200",1590,"Kolgans","S",1,210,111,41,152,26.9736842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-06
"1037","X",2004,6,1,2005,"NL","WG","Driever Westoverledingen","WG4200",1590,"Kolgans","S",1,310,148,39,187,20.855614973262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-06
"1038","X",2004,6,1,2005,"NL","WG","Driever Westoverledingen","WG4200",1590,"Kolgans","S",1,820,248,102,350,29.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-06
"1039","X",2004,6,1,2005,"NL","WG","Driever Westoverledingen","WG4200",1590,"Kolgans","S",1,820,61,21,82,25.609756097561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-06
"1040","X",2004,6,1,2005,"NL","RG","ijssel, marlerwaarden","RG2400",1590,"Kolgans","S",1,400,39,11,50,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Gerritsen, Gerrit",NA,2005-01-06
"1041","X",2004,6,1,2005,"NL","RG","ijssel, marlerwaarden","RG2400",1590,"Kolgans","S",1,225,46,4,50,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Gerritsen, Gerrit",NA,2005-01-06
"1042","D",2004,8,1,2005,"NL","ZL","Riet & Wulfsdijkpolder","ZL5000",1590,"Kolgans","S",1,1070,143,10,153,6.5359477124183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Castelijns, Henk",NA,2005-01-08
"1043","D",2004,8,1,2005,"NL","ZL","Riet & Wulfsdijkpolder","ZL5000",1590,"Kolgans","S",2,1070,104,14,118,11.864406779661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Castelijns, Henk",NA,2005-01-08
"1044","D",2004,8,1,2005,"NL","ZL","Riet & Wulfsdijkpolder","ZL5000",1590,"Kolgans","S",3,1070,111,17,128,13.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Castelijns, Henk",NA,2005-01-08
"1045","D",2004,8,1,2005,"NL","ZL","Riet & Wulfsdijkpolder","ZL5000",1590,"Kolgans","S",4,1070,183,52,235,22.1276595744681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Castelijns, Henk",NA,2005-01-08
"1046","X",2004,8,1,2005,"NL","ZL","Riet & Wulfsdijkpolder","ZL5000",1590,"Kolgans","S",99,1070,541,93,634,14.6687697160883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Castelijns, Henk",NA,2005-01-08
"1047","X",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Guil","ZL5000",1590,"Kolgans","S",1,131,101,30,131,22.9007633587786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Castelijns, Henk",NA,2005-01-08
"1048","D",2004,8,1,2005,"NL","ZL","Oostvogelpolder","ZL5000",1590,"Kolgans","S",1,213,36,6,42,14.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1049","D",2004,8,1,2005,"NL","ZL","Oostvogelpolder","ZL5000",1590,"Kolgans","S",2,213,103,22,125,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1050","D",2004,8,1,2005,"NL","ZL","Oostvogelpolder","ZL5000",1590,"Kolgans","S",3,213,25,21,46,45.6521739130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1051","X",2004,8,1,2005,"NL","ZL","Oostvogelpolder","ZL5000",1590,"Kolgans","S",99,213,164,49,213,23.0046948356808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1052","D",2004,8,1,2005,"NL","ZL","Kruispolder","ZL5000",1590,"Kolgans","S",1,167,16,7,23,30.4347826086957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1053","D",2004,8,1,2005,"NL","ZL","Kruispolder","ZL5000",1590,"Kolgans","S",2,167,53,4,57,7.01754385964912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1054","D",2004,8,1,2005,"NL","ZL","Kruispolder","ZL5000",1590,"Kolgans","S",3,167,80,7,87,8.04597701149425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1055","X",2004,8,1,2005,"NL","ZL","Kruispolder","ZL5000",1590,"Kolgans","S",99,167,149,18,167,10.7784431137725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1056","D",2004,8,1,2005,"NL","ZL","Emmapolder","ZL5000",1590,"Kolgans","S",1,261,137,27,164,16.4634146341463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1057","D",2004,8,1,2005,"NL","ZL","Emmapolder","ZL5000",1590,"Kolgans","S",2,261,66,17,83,20.4819277108434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1058","D",2004,8,1,2005,"NL","ZL","Emmapolder","ZL5000",1590,"Kolgans","S",3,261,11,3,14,21.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1059","X",2004,8,1,2005,"NL","ZL","Emmapolder","ZL5000",1590,"Kolgans","S",99,261,214,47,261,18.007662835249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1060","D",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Putting","ZL5000",1590,"Kolgans","S",1,857,91,22,113,19.4690265486726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1061","D",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Putting","ZL5000",1590,"Kolgans","S",2,857,121,13,134,9.70149253731343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1062","D",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Putting","ZL5000",1590,"Kolgans","S",3,857,100,14,114,12.280701754386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1063","D",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Putting","ZL5000",1590,"Kolgans","S",4,857,101,9,110,8.18181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1064","D",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Putting","ZL5000",1590,"Kolgans","S",5,857,144,22,166,13.2530120481928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1065","D",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Putting","ZL5000",1590,"Kolgans","S",6,857,100,40,140,28.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1066","D",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Putting","ZL5000",1590,"Kolgans","S",7,857,74,6,80,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1067","X",2004,8,1,2005,"NL","ZL","Groote Hengstdijkpolder, De Putting","ZL5000",1590,"Kolgans","S",99,857,731,126,857,14.7024504084014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-08
"1068","X",2004,8,1,2005,"NRW","KLE","Hetter, Niederrhein",NA,1590,"Kolgans","S",1,1200,530,62,592,10.472972972973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2005-01-08
"1069","X",2004,8,1,2005,"NRW","KLE","Hetter, Niederrhein",NA,1590,"Kolgans","S",1,1100,418,29,447,6.48769574944072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2005-01-08
"1070","X",2004,8,1,2005,"NRW","KLE","Hetter, Niederrhein",NA,1590,"Kolgans","S",1,800,354,58,412,14.0776699029126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2005-01-08
"1071","X",2004,9,1,2005,"NL","WG","Feerstenbogum","WG4200",1590,"Kolgans","S",1,1000,87,24,111,21.6216216216216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2005-01-09
"1072","X",2004,9,1,2005,"NL","WG","Bingumgaste","WG4200",1590,"Kolgans","S",1,410,148,19,167,11.377245508982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2005-01-09
"1073","X",2004,9,1,2005,"NL","ZH","Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,144,73,66,139,47.4820143884892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-09
"1074","X",2004,9,1,2005,"NL","ZH","Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,244,136,39,175,22.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-09
"1075","X",2004,9,1,2005,"NL","ZH","Anthonypolder","ZH8300",1590,"Kolgans","S",1,515,210,96,306,31.3725490196078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-09
"1076","X",2004,9,1,2005,"NL","ZH","Anthonypolder","ZH8300",1590,"Kolgans","S",1,1248,333,46,379,12.1372031662269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-09
"1077","X",2004,9,1,2005,"NL","RG","Greend","RG6314",1590,"Kolgans","S",1,400,264,66,330,20,17,15,5,1,NA,NA,NA,NA,NA,NA,1.73684210526316,NA,"Vreehen, Jo",NA,2005-01-09
"1078","X",2004,10,1,2005,"NL","WG","Wymeer, Kloster Duenebroek","WG4200",1590,"Kolgans","S",1,6000,240,26,266,9.77443609022556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2005-01-10
"1079","X",2004,11,1,2005,"NL","WG","Neermoor, conrebbersweg","WG4200",1590,"Kolgans","S",1,860,282,116,398,29.1457286432161,16,8,10,2,1,NA,NA,NA,NA,NA,2.02702702702703,"gras","Koffijberg, Kees",NA,2005-01-11
"1080","X",2004,11,1,2005,"NL","WG","Neermoor, conrebbersweg","WG4200",1590,"Kolgans","S",1,860,62,21,83,25.3012048192771,2,5,4,2,1,NA,NA,NA,NA,NA,2.64285714285714,"gras","Koffijberg, Kees",NA,2005-01-11
"1081","X",2004,11,1,2005,"NL","WG","Terborg","WG4200",1590,"Kolgans","S",1,235,114,35,149,23.489932885906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-11
"1082","X",2004,11,1,2005,"NL","WG","Terborg","WG4200",1590,"Kolgans","S",1,325,134,57,191,29.8429319371728,4,5,4,3,1,NA,NA,NA,NA,NA,2.52941176470588,"gras","Koffijberg, Kees",NA,2005-01-11
"1083","X",2004,11,1,2005,"NL","WG","Terborg","WG4200",1590,"Kolgans","S",1,580,102,33,135,24.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-11
"1084","X",2004,12,1,2005,"NL","RG","Zupthen IJsseluiterwaarden","RG2200",1590,"Kolgans","S",1,3000,263,87,350,24.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2005-01-12
"1085","X",2004,12,1,2005,"NL","RG","Zupthen IJsseluiterwaarden","RG2200",1590,"Kolgans","S",1,1500,310,90,400,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2005-01-12
"1086","X",2004,13,1,2005,"NL","RG","Stevensweert","RG6000",1590,"Kolgans","S",1,325,235,90,325,27.6923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smeets, Jan",NA,2005-01-13
"1087","X",2004,14,1,2005,"NRW","KLE","Hetter, Niederrhein",NA,1590,"Kolgans","S",1,800,553,27,580,4.6551724137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","quer",2005-01-14
"1088","X",2004,14,1,2005,"NRW","KLE","Hetter, Niederrhein",NA,1590,"Kolgans","S",1,107,81,26,107,24.2990654205608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","komplett",2005-01-14
"1089","X",2004,14,1,2005,"NRW","KLE","Hetter, Niederrhein",NA,1590,"Kolgans","S",1,79,58,21,79,26.5822784810127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Ernst, Harald","komplett",2005-01-14
"1090","X",2004,14,1,2005,"NRW","KLE","Hetter, Niederrhein",NA,1590,"Kolgans","S",1,88,75,13,88,14.7727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Ernst, Harald","komplett",2005-01-14
"1091","X",2004,16,1,2005,"NRW","DU","Rheinaue Walsum","D",1590,"Kolgans","S",1,300,96,29,125,23.2,6,6,3,2,NA,1,NA,NA,NA,NA,2.27777777777778,"gras","Koffijberg, Kees",NA,2005-01-16
"1092","X",2004,16,1,2005,"NRW","DU","Rheinaue Walsum","D",1590,"Kolgans","S",1,580,187,69,256,26.953125,9,11,3,1,NA,NA,NA,NA,NA,NA,1.83333333333333,"gras","Koffijberg, Kees",NA,2005-01-16
"1093","X",2004,16,1,2005,"NL","ZH","Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,1415,263,96,359,26.7409470752089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-16
"1094","X",2004,16,1,2005,"NL","RG","Dieteren","RG6000",1590,"Kolgans","S",1,610,427,183,610,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smeets, Jan",NA,2005-01-16
"1095","X",2004,16,1,2005,"NL","RG","Kuilkensgreend","RG6000",1590,"Kolgans","S",1,500,407,93,500,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smeets, Jan",NA,2005-01-16
"1096","X",2004,16,1,2005,"NL","DU","Rheinaue Walsum","D",1590,"Kolgans","S",1,300,96,29,125,23.2,6,6,3,2,NA,1,NA,NA,NA,NA,2.27777777777778,"gras","Koffijberg, Kees",NA,2005-01-16
"1097","X",2004,16,1,2005,"NL","DU","Rheinaue Walsum","D",1590,"Kolgans","S",1,580,187,69,256,26.953125,9,11,3,1,NA,NA,NA,NA,NA,NA,1.83333333333333,"gras","Koffijberg, Kees",NA,2005-01-16
"1098","X",2004,17,1,2005,"NL","WG","St. Georgiwold","WG4200",1590,"Kolgans","S",1,145,94,37,131,28.2442748091603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-17
"1099","X",2004,17,1,2005,"NL","WG","St. Georgiwold","WG4200",1590,"Kolgans","S",1,1200,317,90,407,22.1130221130221,8,12,2,1,NA,NA,NA,NA,NA,NA,1.82608695652174,"gras","Koffijberg, Kees","gemengd met Brandgans",2005-01-17
"1100","X",2004,17,1,2005,"NL","WG","Böhmerwold","WG4200",1590,"Kolgans","S",1,170,75,31,106,29.2452830188679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-17
"1101","X",2004,17,1,2005,"NL","WG","Böhmerwold","WG4200",1590,"Kolgans","S",1,375,142,54,196,27.5510204081633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees","gemengd met Brandgans",2005-01-17
"1102","X",2004,17,1,2005,"NL","WG","Bunderhee","WG4200",1590,"Kolgans","S",1,1250,130,38,168,22.6190476190476,4,7,1,2,NA,NA,NA,NA,NA,NA,2.07142857142857,"gras","Koffijberg, Kees",NA,2005-01-17
"1103","X",2004,17,1,2005,"NL","WG","Bunderhee","WG4200",1590,"Kolgans","S",1,550,161,67,228,29.3859649122807,4,7,2,1,1,NA,NA,NA,NA,NA,2.2,"gras","Koffijberg, Kees",NA,2005-01-17
"1104","X",2004,17,1,2005,"NL","WG","Bunderhee","WG4200",1590,"Kolgans","S",1,950,178,62,240,25.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2005-01-17
"1105","X",2004,17,1,2005,"NL","FR","Brantgum","FR2120",1590,"Kolgans","S",1,97,60,37,97,38.1443298969072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-17
"1106","X",2004,18,1,2005,"NL","FR","Gaast","FR5150",1590,"Kolgans","S",1,104,65,39,104,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-18
"1107","X",2004,18,1,2005,"NL","FR","Workum","FR5160",1590,"Kolgans","S",1,527,363,164,527,31.1195445920304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-18
"1108","X",2004,18,1,2005,"NL","FR","Ferwoude","FR5160",1590,"Kolgans","S",1,162,121,41,162,25.3086419753086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-18
"1109","X",2004,18,1,2005,"NL","FR","Zuidwest-Friesland","FR5000",1590,"Kolgans","S",1,1150,826,324,1150,28.1739130434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2005-01-18
"1110","X",2004,18,1,2005,"NL","FR","Kaappolder",NA,1590,"Kolgans","S",1,350,250,100,350,28.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2005-01-18
"1111","X",2004,18,1,2005,"NL","FR","Hindeloopen",NA,1590,"Kolgans","S",1,1200,218,82,300,27.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2005-01-18
"1112","X",2004,18,1,2005,"NL","FR","Rode Klif",NA,1590,"Kolgans","S",1,500,358,142,500,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2005-01-18
"1113","X",2004,19,1,2005,"NL","FR","Workum","FR5150",1590,"Kolgans","S",1,80,52,28,80,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-19
"1114","X",2004,19,1,2005,"NL","FR","Ferwoude","FR5150",1590,"Kolgans","S",1,101,85,16,101,15.8415841584158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-19
"1115","X",2004,20,1,2005,"NL","RG","Kuilkensgreend","RG6000",1590,"Kolgans","S",1,375,272,103,375,27.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smeets, Jan",NA,2005-01-20
"1116","X",2004,20,1,2005,"NL","RG","Molensteen","RG6000",1590,"Kolgans","S",1,210,157,53,210,25.2380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smeets, Jan",NA,2005-01-20
"1117","X",2004,21,1,2005,"NL","ZH","Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,222,56,37,93,39.7849462365591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-21
"1118","X",2004,21,1,2005,"NL","ZH","Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,230,126,40,166,24.0963855421687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-21
"1119","X",2004,21,1,2005,"NL","ZH","Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,243,52,23,75,30.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-21
"1120","X",2004,21,1,2005,"NL","ZH","Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,254,70,25,95,26.3157894736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-21
"1121","X",2004,21,1,2005,"NL","ZH","Anthonypolder","ZH8300",1590,"Kolgans","S",1,1290,169,34,203,16.7487684729064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2005-01-21
"1122","X",2004,22,1,2005,"NL","FR","Cornwerd","FR1540",1590,"Kolgans","S",1,500,284,136,420,32.3809523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-22
"1123","X",2004,22,1,2005,"NL","FR","Makkum","FR1540",1590,"Kolgans","S",1,56,33,23,56,41.0714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-22
"1124","X",2004,22,1,2005,"NL","FR","Makkum","FR1540",1590,"Kolgans","S",1,2000,691,144,835,17.2455089820359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kramer, Jan",NA,2005-01-22
"1125","X",2004,23,1,2005,"NL","WG","Ukeborg","WG4200",1590,"Kolgans","S",1,380,81,24,105,22.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees","met Torsten",2005-01-23
"1126","X",2004,23,1,2005,"NL","WG","Ukeborg","WG4200",1590,"Kolgans","S",1,175,134,41,175,23.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees","met Torsten",2005-01-23
"1127","X",2004,23,1,2005,"NL","WG","Klimpe","WG4200",1590,"Kolgans","S",1,183,124,59,183,32.24043715847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees","met Torsten",2005-01-23
"1128","X",2004,23,1,2005,"NL","WG","Holtgastersee","WG4200",1590,"Kolgans","S",1,450,78,20,98,20.4081632653061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees","met Torsten",2005-01-23
"1129","X",2004,23,1,2005,"NL","WG","Holtgastersee","WG4200",1590,"Kolgans","S",1,700,94,34,128,26.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees","met Torsten",2005-01-23
"1130","X",2004,23,1,2005,"NL","WG","Holtgaste","WG4200",1590,"Kolgans","S",1,650,417,161,578,27.8546712802768,21,13,2,NA,NA,NA,NA,NA,NA,NA,1.47222222222222,"gras","Penkert, Torsten","gemengd met Brandgans",2005-01-23
"1131","X",2004,27,1,2005,"NL","NH","Aetsveldtpolder","NH8142",1590,"Kolgans","S",1,1700,179,97,276,35.1449275362319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2005-01-27
"1132","D",2004,29,1,2005,"NL","ZL","Braakmanpolder N","ZL5000",1590,"Kolgans","S",1,1120,105,25,130,19.2307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-29
"1133","D",2004,29,1,2005,"NL","ZL","Braakmanpolder N","ZL5000",1590,"Kolgans","S",2,1120,116,23,139,16.5467625899281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-29
"1134","D",2004,29,1,2005,"NL","ZL","Braakmanpolder N","ZL5000",1590,"Kolgans","S",3,1120,132,35,167,20.9580838323353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-29
"1135","D",2004,29,1,2005,"NL","ZL","Braakmanpolder N","ZL5000",1590,"Kolgans","S",4,1120,101,47,148,31.7567567567568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-29
"1136","D",2004,29,1,2005,"NL","ZL","Braakmanpolder N","ZL5000",1590,"Kolgans","S",5,1120,58,13,71,18.3098591549296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-29
"1137","D",2004,29,1,2005,"NL","ZL","Braakmanpolder N","ZL5000",1590,"Kolgans","S",6,1120,113,18,131,13.7404580152672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Castelijns, Henk",NA,2005-01-29
